"nom","no","premiere_selection","derniere_selection","matchs","points","url"
"Jean-Claude Noble",569,"le 24 février 1968 contre l'Angleterre","le 1er décembre 1968 contre la Roumanie",6,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Noble"
"Michel Yachvili",570,"le 24 février 1968 contre l'Angleterre","le 28 juin 1975 contre l'Afrique du Sud",15,0,"https://fr.wikipedia.org//wiki/Michel_Yachvili"
"Michel Greffe",571,"le 23 mars 1968 contre le pays de Galles","le 9 novembre 1968 contre l'Afrique du Sud",5,0,"https://fr.wikipedia.org//wiki/Michel_Greffe"
"Jean-Paul Baux",572,"le 13 juillet 1968 contre la Nouvelle-Zélande","le 16 novembre 1968 contre l'Afrique du Sud",4,0,"https://fr.wikipedia.org//wiki/Jean-Paul_Baux"
"Jean Iraçabal",573,"le 13 juillet 1968 contre la Nouvelle-Zélande","le 30 novembre 1974 contre l'Afrique du Sud",34,0,"https://fr.wikipedia.org//wiki/Jean_Ira%C3%A7abal_(rugby_%C3%A0_XV)"
"André Piazza",574,"le 13 juillet 1968 contre la Nouvelle-Zélande","le 17 août 1968 contre l'Australie",2,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Piazza_(rugby_%C3%A0_XV)"
"Christian Boujet",575,"le 27 juillet 1968 contre la Nouvelle-Zélande","le 9 novembre 1968 contre l'Afrique du Sud",3,5,"https://fr.wikipedia.org//wiki/Christian_Boujet"
"Bernard Dutin",576,"le 27 juillet 1968 contre la Nouvelle-Zélande","le 1er décembre 1968 contre la Roumanie",4,0,"https://fr.wikipedia.org//wiki/Bernard_Dutin"
"Jean-Louis Bérot",577,"le 10 août 1968 contre la Nouvelle-Zélande","le 19 janvier 1974 contre l'Irlande",21,23,"https://fr.wikipedia.org//wiki/Jean-Louis_B%C3%A9rot"
"Michel Billière",578,"le 10 août 1968 contre la Nouvelle-Zélande","le 10 août 1968 contre la Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//wiki/Michel_Billi%C3%A8re"
"Claude Chenevay",579,"le 9 novembre 1968 contre l'Afrique du Sud","le 9 novembre 1968 contre l'Afrique du Sud",1,0,"https://fr.wikipedia.org//wiki/Claude_Chenevay"
"Henri Magois",580,"le 9 novembre 1968 contre l'Afrique du Sud","le 1er décembre 1968 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Henri_Magois"
"Dominique Bontemps",581,"le 16 novembre 1968 contre l'Afrique du Sud","le 16 novembre 1968 contre l'Afrique du Sud",1,0,"https://fr.wikipedia.org//wiki/Dominique_Bontemps"
"Lucien Paries",582,"le 16 novembre 1968 contre l'Afrique du Sud","le 1er mars 1975 contre l'Irlande",8,46,"https://fr.wikipedia.org//wiki/Lucien_Paries"
"André Ruiz",583,"le 16 novembre 1968 contre l'Afrique du Sud","le 1er décembre 1968 contre la Roumanie",2,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Ruiz"
"Jean Sillières",584,"le 1er décembre 1968 contre la Roumanie","le 25 mars 1972 contre le pays de Galles",8,10,"https://fr.wikipedia.org//wiki/Jean_Silli%C3%A8res"
"Pierre Biémouret",585,"le 22 février 1969 contre l'Angleterre","le 14 avril 1973 contre l'Irlande",19,4,"https://fr.wikipedia.org//wiki/Pierre_Bi%C3%A9mouret"
"Michel Hauser",586,"le 22 février 1969 contre l'Angleterre","le 22 février 1969 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Michel_Hauser"
"Basile Moraitis",587,"le 22 février 1969 contre l'Angleterre","le 22 mars 1969 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Basile_Moraitis"
"Christian Swierczinski",588,"le 22 février 1969 contre l'Angleterre","le 2 juillet 1977 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Christian_Swierczinski"
"Jean-Louis Azarete",589,"le 22 mars 1969 contre le pays de Galles","le 18 janvier 1975 contre le pays de Galles",26,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Azarete"
"René Bénésis",590,"le 22 mars 1969 contre le pays de Galles","le 16 mars 1974 contre l'Écosse",30,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_B%C3%A9n%C3%A9sis"
"Gérard Viard",591,"le 22 mars 1969 contre le pays de Galles","le 30 janvier 1971 contre l'Irlande",5,0,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Viard"
"Jean-Pierre Bastiat",592,"le 14 décembre 1969 contre la Roumanie","le 18 mars 1978 contre le pays de Galles",32,24,"https://fr.wikipedia.org//wiki/Jean-Pierre_Bastiat"
"Roger Bourgarel",593,"le 14 décembre 1969 contre la Roumanie","le 13 janvier 1973 contre l'Écosse",9,3,"https://fr.wikipedia.org//wiki/Roger_Bourgarel"
"Pierre Darbos",594,"le 14 décembre 1969 contre la Roumanie","le 14 décembre 1969 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Pierre_Darbos"
"Alain Marot",595,"le 14 décembre 1969 contre la Roumanie","le 24 octobre 1976 contre l'Australie",7,0,"https://fr.wikipedia.org//wiki/Alain_Marot"
"Michel Savitsky",596,"le 14 décembre 1969 contre la Roumanie","le 14 décembre 1969 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Michel_Savitsky"
"Jack Cantoni",597,"le 4 avril 1970 contre le pays de Galles","le 18 janvier 1975 contre le pays de Galles",17,13,"https://fr.wikipedia.org//wiki/Jack_Cantoni"
"Michel Pebeyre",598,"le 18 avril 1970 contre l'Angleterre","le 24 mars 1973 contre le pays de Galles",7,3,"https://fr.wikipedia.org//wiki/Michel_Pebeyre"
"Max Barrau",599,"le 16 janvier 1971 contre l'Écosse","le 16 mars 1974 contre l'Écosse",15,4,"https://fr.wikipedia.org//wiki/Max_Barrau"
"Daniel Dubois",600,"le 16 janvier 1971 contre l'Écosse","le 16 janvier 1971 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Daniel_Dubois_(rugby_%C3%A0_XV)"
"Marc Etcheverry",601,"le 16 janvier 1971 contre l'Écosse","le 30 janvier 1971 contre l'Irlande",2,0,"https://fr.wikipedia.org//wiki/Marc_Etcheverry"
"Roland Bertranne",602,"le 27 février 1971 contre l'Angleterre","le 21 novembre 1981 contre la Nouvelle-Zélande",69,66,"https://fr.wikipedia.org//wiki/Roland_Bertranne"
"Claude Spanghero",603,"le 27 février 1971 contre l'Angleterre","le 1er mars 1975 contre l'Irlande",22,4,"https://fr.wikipedia.org//wiki/Claude_Spanghero"
"Alain Esteve",604,"le 12 juin 1971 contre l'Afrique du Sud","le 1er février 1975 contre l'Angleterre",20,0,"https://fr.wikipedia.org//wiki/Alain_Esteve"
"Jean-Claude Skrela",605,"le 19 juin 1971 contre l'Afrique du Sud","le 18 mars 1978 contre le pays de Galles",46,24,"https://fr.wikipedia.org//wiki/Jean-Claude_Skrela"
"Jean-Michel Aguirre",606,"le 27 novembre 1971 contre l'Australie","le 1er mars 1980 contre l'Irlande",39,123,"https://fr.wikipedia.org//wiki/Jean-Michel_Aguirre"
"Victor Boffelli",607,"le 27 novembre 1971 contre l'Australie","le 1er mars 1975 contre l'Irlande",18,8,"https://fr.wikipedia.org//wiki/Victor_Boffelli"
"Yvan Buonomo",608,"le 27 novembre 1971 contre l'Australie","le 29 janvier 1972 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Yvan_Buonomo"
"André Dubertrand",609,"le 27 novembre 1971 contre l'Australie","le 12 juin 1976 contre les États-Unis",12,20,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Dubertrand"
"Jean-Pierre Hortoland",610,"le 27 novembre 1971 contre l'Australie","le 27 novembre 1971 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Hortoland"
"Jean-Louis Martin",611,"le 27 novembre 1971 contre l'Australie","le 29 janvier 1972 contre l'Irlande",4,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Martin_(rugby_%C3%A0_XV)"
"Richard Astre",612,"le 11 décembre 1971 contre la Roumanie","le 4 novembre 1976 contre la Roumanie",11,10,"https://fr.wikipedia.org//wiki/Richard_Astre"
"Olivier Saisset",613,"le 11 décembre 1971 contre la Roumanie","le 18 janvier 1975 contre le pays de Galles",17,8,"https://fr.wikipedia.org//wiki/Olivier_Saisset"
"Armand Vaquerin",614,"le 11 décembre 1971 contre la Roumanie","le 1er mars 1980 contre l'Irlande",26,0,"https://fr.wikipedia.org//wiki/Armand_Vaquerin"
"Jacques Fouroux",615,"le 29 avril 1972 contre l'Irlande","le 10 décembre 1977 contre la Roumanie",27,20,"https://fr.wikipedia.org//wiki/Jacques_Fouroux"
"Henri Cabrol",616,"le 17 juin 1972 contre l'Australie","le 30 novembre 1974 contre l'Afrique du Sud",4,8,"https://fr.wikipedia.org//wiki/Henri_Cabrol"
"André Lubrano",617,"le 17 juin 1972 contre l'Australie","le 13 janvier 1973 contre l'Écosse",2,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Lubrano"
"Jean-Claude Rossignol",618,"le 25 juin 1972 contre l'Australie","le 25 juin 1972 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Rossignol"
"Michel Droitecourt",619,"le 26 novembre 1972 contre la Roumanie","le 2 juillet 1974 contre l'Argentine",17,14,"https://fr.wikipedia.org//wiki/Michel_Droitecourt"
"Jean-Pierre Romeu",620,"le 26 novembre 1972 contre la Roumanie","le 10 décembre 1977 contre la Roumanie",34,265,"https://fr.wikipedia.org//wiki/Jean-Pierre_Romeu"
"André Darrieussecq",621,"le 24 février 1973 contre l'Angleterre","le 24 février 1973 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Darrieussecq"
"Christian Badin",622,"le 24 mars 1973 contre le pays de Galles","le 19 octobre 1975 contre l'Argentine",3,0,"https://fr.wikipedia.org//wiki/Christian_Badin"
"Jean-Francois Phliponeau",623,"le 24 mars 1973 contre le pays de Galles","le 14 avril 1973 contre l'Irlande",2,4,"https://fr.wikipedia.org//wiki/Jean-Francois_Phliponeau"
"Gilles Delaigue",624,"le 27 octobre 1973 contre le Japon","le 11 novembre 1973 contre la Roumanie",2,4,"https://fr.wikipedia.org//wiki/Gilles_Delaigue"
"Jacques Rougerie",625,"le 27 octobre 1973 contre le Japon","le 27 octobre 1973 contre le Japon",1,0,"https://fr.wikipedia.org//wiki/Jacques_Rougerie_(rugby_%C3%A0_XV)"
"Michel Sappa",626,"le 27 octobre 1973 contre le Japon","le 10 décembre 1977 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Michel_Sappa"
"René Séguier",627,"le 27 octobre 1973 contre le Japon","le 11 novembre 1973 contre la Roumanie",2,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_S%C3%A9guier"
"Jean Costantino",628,"le 11 novembre 1973 contre la Roumanie","le 11 novembre 1973 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Jean_Costantino"
"Daniel Kaczorowski",629,"le 19 janvier 1974 contre l'Irlande","le 19 janvier 1974 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Daniel_Kaczorowski"
"Joël Pécune",630,"le 16 février 1974 contre le pays de Galles","le 12 juin 1976 contre les États-Unis",10,16,"https://fr.wikipedia.org//wiki/Joel_Pecune"
"Jean-Francois Gourdon",631,"le 16 mars 1974 contre l'Écosse","le 1er mars 1980 contre l'Irlande",22,48,"https://fr.wikipedia.org//wiki/Jean-Francois_Gourdon"
"Francis Haget",632,"le 20 juin 1974 contre l'Argentine","le 7 juin 1987 contre les Fidji",40,4,"https://fr.wikipedia.org//wiki/Francis_Haget"
"Alain Paco",633,"le 20 juin 1974 contre l'Argentine","le 19 janvier 1980 contre le pays de Galles",35,4,"https://fr.wikipedia.org//wiki/Alain_Paco"
"Georges Senal",634,"le 20 juin 1974 contre l'Argentine","le 18 janvier 1975 contre le pays de Galles",6,0,"https://fr.wikipedia.org//wiki/Georges_Senal"
"Laurent Desnoyer",635,"le 13 octobre 1974 contre la Roumanie","le 13 octobre 1974 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Laurent_Desnoyer"
"Jean-Martin Etchenique",636,"le 13 octobre 1974 contre la Roumanie","le 25 octobre 1975 contre l'Argentine",4,4,"https://fr.wikipedia.org//wiki/Jean-Martin_Etchenique"
"Michel Taffary",637,"le 18 janvier 1975 contre le pays de Galles","le 1er mars 1975 contre l'Irlande",4,6,"https://fr.wikipedia.org//wiki/Michel_Taffary"
"Gerard Cholley",638,"le 1er février 1975 contre l'Angleterre","le 17 mars 1979 contre l'Écosse",31,12,"https://fr.wikipedia.org//wiki/Gerard_Cholley"
"Alain Guilbert",639,"le 1er février 1975 contre l'Angleterre","le 3 mars 1979 contre l'Angleterre",14,4,"https://fr.wikipedia.org//wiki/Alain_Guilbert"
"Jean-Pierre Rives",640,"le 1er février 1975 contre l'Angleterre","le 17 mars 1984 contre l'Écosse",59,20,"https://fr.wikipedia.org//wiki/Jean-Pierre_Rives"
"Jean-Luc Averous",641,"le 15 février 1975 contre l'Écosse","le 11 juillet 1981 contre l'Australie",25,28,"https://fr.wikipedia.org//wiki/Jean-Luc_Averous"
"Jean-Louis Ugartemendia",642,"le 15 février 1975 contre l'Écosse","le 1er mars 1975 contre l'Irlande",2,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Ugartemendia"
"Francois Sangalli",643,"le 1er mars 1975 contre l'Irlande","le 19 novembre 1977 contre la Nouvelle-Zélande",15,4,"https://fr.wikipedia.org//wiki/Francois_Sangalli"
"Yves Brunet",644,"le 21 juin 1975 contre l'Afrique du Sud","le 25 juin 1975 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Yves_Brunet"
"Dominique Harize",645,"le 21 juin 1975 contre l'Afrique du Sud","le 19 mars 1977 contre l'Irlande",9,16,"https://fr.wikipedia.org//wiki/Dominique_Harize"
"Michel Palmié",646,"le 21 juin 1975 contre l'Afrique du Sud","le 18 mars 1978 contre le pays de Galles",23,0,"https://fr.wikipedia.org//wiki/Michel_Palmi%C3%A9"
"Robert Paparemborde",647,"le 21 juin 1975 contre l'Afrique du Sud","le 19 mars 1983 contre le pays de Galles",55,32,"https://fr.wikipedia.org//wiki/Robert_Paparemborde"
"Patrice Péron",648,"le 21 juin 1975 contre l'Afrique du Sud","le 28 juin 1975 contre l'Afrique du Sud",2,0,"https://fr.wikipedia.org//wiki/Patrice_P%C3%A9ron"
"Jean-Pierre Pesteil",649,"le 21 juin 1975 contre l'Afrique du Sud","le 14 novembre 1976 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Pesteil"
"Gérard Rousset",650,"le 21 juin 1975 contre l'Afrique du Sud","le 12 juin 1976 contre les États-Unis",2,4,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Rousset_(rugby_%C3%A0_XV)"
"Jean-Francois Imbernon",651,"le 7 février 1976 contre l'Irlande","le 19 mars 1983 contre le pays de Galles",23,0,"https://fr.wikipedia.org//wiki/Jean-Francois_Imbernon"
"René Bergès-Cau",652,"le 20 mars 1976 contre l'Angleterre","le 20 mars 1976 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Berg%C3%A8s-Cau"
"Jacques Cimarosti",653,"le 12 juin 1976 contre les États-Unis","le 12 juin 1976 contre les États-Unis",1,0,"https://fr.wikipedia.org//wiki/Jacques_Cimarosti"
"Guy Gasparotto",654,"le 30 octobre 1976 contre l'Australie","le 14 novembre 1976 contre la Roumanie",2,0,"https://fr.wikipedia.org//wiki/Guy_Gasparotto"
"Daniel Bustaffa",655,"le 25 juin 1977 contre l'Argentine","le 23 novembre 1980 contre la Roumanie",11,4,"https://fr.wikipedia.org//wiki/Daniel_Bustaffa"
"Jean-Luc Joinel",656,"le 11 novembre 1977 contre la Nouvelle-Zélande","le 2 juin 1987 contre le Zimbabwe",51,4,"https://fr.wikipedia.org//wiki/Jean-Luc_Joinel"
"Guy Novès",657,"le 11 novembre 1977 contre la Nouvelle-Zélande","le 17 février 1979 contre le pays de Galles",7,0,"https://fr.wikipedia.org//wiki/Guy_Nov%C3%A8s"
"Jacques Gasc",658,"le 19 novembre 1977 contre la Nouvelle-Zélande","le 19 novembre 1977 contre la Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//wiki/Jacques_Gasc"
"Christian Belascain",659,"le 10 décembre 1977 contre la Roumanie","le 19 mars 1983 contre le pays de Galles",18,4,"https://fr.wikipedia.org//wiki/Christian_Belascain"
"Pierre Dospital",660,"le 10 décembre 1977 contre la Roumanie","le 22 juin 1985 contre l'Argentine",24,0,"https://fr.wikipedia.org//wiki/Pierre_Dospital"
"Jérôme Gallion",661,"le 21 janvier 1978 contre l'Angleterre","le 7 juin 1986 contre l'Argentine",27,40,"https://fr.wikipedia.org//wiki/J%C3%A9r%C3%B4me_Gallion"
"Bernard Viviès",662,"le 21 janvier 1978 contre l'Angleterre","le 13 novembre 1983 contre l'Australie",10,20,"https://fr.wikipedia.org//wiki/Bernard_Vivi%C3%A8s"
"Louis Bilbao",663,"le 18 février 1978 contre l'Irlande","le 20 janvier 1979 contre l'Irlande",2,0,"https://fr.wikipedia.org//wiki/Louis_Bilbao"
"Alain Caussade",664,"le 3 décembre 1978 contre la Roumanie","le 7 février 1981 contre l'Irlande",12,42,"https://fr.wikipedia.org//wiki/Alain_Caussade"
"Michel Clemente",665,"le 3 décembre 1978 contre la Roumanie","le 1er mars 1980 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Michel_Clemente"
"Yves Lafarge",666,"le 3 décembre 1978 contre la Roumanie","le 7 février 1981 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Yves_Lafarge"
"Alain Maleig",667,"le 17 février 1979 contre le pays de Galles","le 23 novembre 1980 contre la Roumanie",7,0,"https://fr.wikipedia.org//wiki/Alain_Maleig"
"Frédéric Costes",668,"le 3 mars 1979 contre l'Angleterre","le 1er mars 1980 contre l'Irlande",7,4,"https://fr.wikipedia.org//wiki/Fr%C3%A9d%C3%A9ric_Costes"
"Roger Aguerre",669,"le 17 mars 1979 contre l'Écosse","le 17 mars 1979 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Roger_Aguerre"
"Yves Malquier",670,"le 17 mars 1979 contre l'Écosse","le 17 mars 1979 contre l'Écosse",1,8,"https://fr.wikipedia.org//wiki/Yves_Malquier"
"Jean-François Marchal",671,"le 17 mars 1979 contre l'Écosse","le 1er mars 1980 contre l'Irlande",5,4,"https://fr.wikipedia.org//wiki/Jean-Fran%C3%A7ois_Marchal"
"Christian Beguerie",672,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 7 juillet 1979 contre la Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//wiki/Christian_Beguerie"
"Didier Codorniou",673,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 29 juin 1985 contre l'Argentine",31,20,"https://fr.wikipedia.org//wiki/Didier_Codorniou"
"Guy Colomine",674,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 7 juillet 1979 contre la Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//wiki/Guy_Colomine"
"Philippe Dintrans",675,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 24 mai 1990 contre la Roumanie",50,12,"https://fr.wikipedia.org//wiki/Philippe_Dintrans"
"Patrick Mesny",676,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 20 novembre 1982 contre l'Argentine",14,12,"https://fr.wikipedia.org//wiki/Patrick_Mesny"
"Patrick Salas",677,"le 7 juillet 1979 contre la Nouvelle-Zélande","le 20 novembre 1982 contre l'Argentine",7,0,"https://fr.wikipedia.org//wiki/Patrick_Salas"
"Daniel Dubroca",678,"le 14 juillet 1979 contre la Nouvelle-Zélande","le 19 mars 1988 contre le pays de Galles",33,8,"https://fr.wikipedia.org//wiki/Daniel_Dubroca"
"Jacques Cristina",679,"le 2 décembre 1979 contre la Roumanie","le 2 décembre 1979 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Jacques_Cristina"
"Manuel Carpentier",680,"le 2 février 1980 contre l'Angleterre","le 6 mars 1982 contre l'Écosse",8,0,"https://fr.wikipedia.org//wiki/Manuel_Carpentier"
"Yves Duhard",681,"le 2 février 1980 contre l'Angleterre","le 2 février 1980 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Yves_Duhard"
"Serge Gabernet",682,"le 2 février 1980 contre l'Angleterre","le 4 décembre 1983 contre la Roumanie",14,48,"https://fr.wikipedia.org//wiki/Serge_Gabernet"
"Pierre Pedeutour",683,"le 1er mars 1980 contre l'Angleterre","le 1er mars 1980 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Pierre_Pedeutour"
"Serge Blanco",684,"le 8 novembre 1980 contre l'Afrique du Sud","le 19 octobre 1991 contre l'Angleterre",93,233,"https://fr.wikipedia.org//wiki/Serge_Blanco"
"Jean-Pierre Elissalde",685,"le 8 novembre 1980 contre l'Afrique du Sud","le 1er novembre 1981 contre la Roumanie",5,11,"https://fr.wikipedia.org//wiki/Jean-Pierre_Elissalde"
"Pierre Lacans",686,"le 8 novembre 1980 contre l'Afrique du Sud","le 6 février 1982 contre le pays de Galles",6,8,"https://fr.wikipedia.org//wiki/Pierre_Lacans"
"Laurent Pardo",687,"le 8 novembre 1980 contre l'Afrique du Sud","le 29 juin 1985 contre l'Argentine",14,12,"https://fr.wikipedia.org//wiki/Laurent_Pardo"
"Jean-Paul Wolf",688,"le 8 novembre 1980 contre l'Afrique du Sud","le 20 février 1982 contre l'Angleterre",4,0,"https://fr.wikipedia.org//wiki/Jean-Paul_Wolf"
"Eric Buchet",689,"le 23 novembre 1980 contre la Roumanie","le 20 novembre 1982 contre l'Argentine",5,0,"https://fr.wikipedia.org//wiki/Eric_Buchet"
"Michel Cremaschi",690,"le 23 novembre 1980 contre la Roumanie","le 18 février 1984 contre le pays de Galles",11,0,"https://fr.wikipedia.org//wiki/Michel_Cremaschi"
"Jean-Pierre Fauvel",691,"le 23 novembre 1980 contre la Roumanie","le 23 novembre 1980 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Fauvel"
"Pierre Berbizier",692,"le 17 janvier 1981 contre l'Écosse","le 16 mars 1991 contre l'Angleterre",56,28,"https://fr.wikipedia.org//wiki/Pierre_Berbizier"
"Daniel Revailler",693,"le 17 janvier 1981 contre l'Écosse","le 14 novembre 1982 contre l'Argentine",14,0,"https://fr.wikipedia.org//wiki/Daniel_Revailler"
"Guy Laporte",694,"le 7 février 1981 contre l'Irlande","le 7 juin 1987 contre les Fidji",16,143,"https://fr.wikipedia.org//wiki/Guy_Laporte"
"Dominique Erbani",695,"le 5 juillet 1981 contre l'Australie","le 3 février 1990 contre l'Angleterre",46,12,"https://fr.wikipedia.org//wiki/Dominique_Erbani"
"Michel Fabre",696,"le 5 juillet 1981 contre l'Australie","le 31 octobre 1982 contre la Roumanie",6,4,"https://fr.wikipedia.org//wiki/Michel_Fabre_(rugby_%C3%A0_XV)"
"Alain Lorieux",697,"le 5 juillet 1981 contre l'Australie","le 11 novembre 1989 contre l'Australie",30,12,"https://fr.wikipedia.org//wiki/Alain_Lorieux"
"Laurent Rodriguez",698,"le 5 juillet 1981 contre l'Australie","le 3 novembre 1990 contre la Nouvelle-Zélande",56,28,"https://fr.wikipedia.org//wiki/Laurent_Rodriguez"
"Adrien Mournet",699,"le 5 juillet 1981 contre l'Australie","le 5 juillet 1981 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Adrien_Mournet"
"Marc Sallefranque",700,"le 11 juillet 1981 contre l'Australie","le 6 mars 1982 contre l'Écosse",4,19,"https://fr.wikipedia.org//wiki/Marc_Sallefranque"
"Jean-Patrick Lescarboura",701,"le 6 février 1982 contre le pays de Galles","le 24 mai 1990 contre le Roumanie",28,200,"https://fr.wikipedia.org//wiki/Jean-Patrick_Lescarboura"
"Gérald Martinez",702,"le 6 février 1982 contre le pays de Galles","le 19 mars 1983 contre le pays de Galles",7,3,"https://fr.wikipedia.org//wiki/G%C3%A9rald_Martinez"
"Patrick Perrier",703,"le 6 février 1982 contre le pays de Galles","le 20 mars 1982 contre l'Irlande",4,0,"https://fr.wikipedia.org//wiki/Patrick_Perrier"
"Didier Camberabero",704,"le 31 octobre 1982 contre la Roumanie","le 20 février 1993 contre l'Irlande",36,354,"https://fr.wikipedia.org//wiki/Didier_Camberabero"
"Pierre Chadebech",705,"le 31 octobre 1982 contre la Roumanie","le 1er février 1986 contre l'Irlande",5,0,"https://fr.wikipedia.org//wiki/Pierre_Chadebech"
"Jean Condom",706,"le 31 octobre 1982 contre la Roumanie","le 30 juin 1990 contre l'Australie",61,0,"https://fr.wikipedia.org//wiki/Jean_Condom"
"Patrick Estève",707,"le 31 octobre 1982 contre la Roumanie","le 2 juin 1987 contre le Zimbabwe",25,48,"https://fr.wikipedia.org//wiki/Patrick_Est%C3%A8ve"
"Philippe Sella",708,"le 31 octobre 1982 contre la Roumanie","le 22 juin 1995 contre l'Angleterre",111,125,"https://fr.wikipedia.org//wiki/Philippe_Sella"
"Thierry Janeczek",709,"le 14 novembre 1982 contre l'Argentine","le 24 mai 1990 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Thierry_Janeczek"
"Jean-Charles Orso",710,"le 14 novembre 1982 contre l'Argentine","le 20 février 1988 contre l'Irlande",11,0,"https://fr.wikipedia.org//wiki/Jean-Charles_Orso"
"Jacques Bégu",711,"le 20 novembre 1982 contre l'Argentine","le 17 mars 1984 contre l'Écosse",3,8,"https://fr.wikipedia.org//wiki/Jacques_B%C3%A9gu"
"Christian Delage",712,"le 5 février 1983 contre l'Écosse","le 19 février 1983 contre l'Irlande",2,0,"https://fr.wikipedia.org//wiki/Christian_Delage_(rugby_%C3%A0_XV,_1954)"
"Jean-Louis Dupont",713,"le 5 février 1983 contre l'Écosse","le 5 février 1983 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Dupont"
"Bernard Herrero",714,"le 19 février 1983 contre l'Irlande","le 31 mai 1986 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Bernard_Herrero"
"Jean-Pierre Garuet-Lempirou",715,"le 13 novembre 1983 contre l'Australie","le 3 février 1990 contre l'Angleterre",42,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Garuet-Lempirou"
"Jean-Baptiste Lafond",716,"le 13 novembre 1983 contre l'Australie","le 20 mars 1993 contre le pays de Galles",36,101,"https://fr.wikipedia.org//wiki/Jean-Baptiste_Lafond"
"Patrice Lagisquet",717,"le 13 novembre 1983 contre l'Australie","le 4 octobre 1991 contre la Roumanie",46,80,"https://fr.wikipedia.org//wiki/Patrice_Lagisquet"
"Pierre-Édouard Detrez",718,"le 19 novembre 1983 contre l'Australie","le 28 juin 1986 contre la Nouvelle-Zélande",5,0,"https://fr.wikipedia.org//wiki/Pierre-%C3%89douard_Detrez"
"Jacques Gratton",719,"le 23 juin 1984 contre la Nouvelle-Zélande","le 28 juin 1986 contre la Nouvelle-Zélande",10,0,"https://fr.wikipedia.org//wiki/Jacques_Gratton"
"Éric Bonneval",720,"le 23 juin 1984 contre la Nouvelle-Zélande","le 16 janvier 1988 contre l'Angleterre",18,32,"https://fr.wikipedia.org//wiki/%C3%89ric_Bonneval"
"Bernard Lavigne",721,"le 10 novembre 1984 contre la Roumanie","le 2 février 1985 contre l'Angleterre",2,0,"https://fr.wikipedia.org//wiki/Bernard_Lavigne_(n%C3%A9_en_1954)"
"Éric Champ",722,"le 22 juin 1985 contre l'Argentine","le 19 octobre 1991 contre l'Angleterre",42,12,"https://fr.wikipedia.org//wiki/%C3%89ric_Champ"
